label,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50
nominal,0.442302784322161,0.469175404642667,0.483744578983927,0.445464023910513,0.469014202889824,0.459011178991994,0.436888329544726,0.441890135256779,0.437391294316387,0.456315380003856,0.443222016597425,0.470590969244543,0.476849430598193,0.454019770604703,0.466561860139444,0.426535643037737,0.426507868528905,0.443554020350139,0.435019605055394,0.434958139312016,0.435195944783085,0.453097643486341,0.426953583727157,0.439055140141531,0.437972035520393,0.444730853609188,0.437065186445994,0.431566024411855,0.433415227841993,0.423322957350105,0.487111925072844,0.448617372115963,0.475801615291378,0.439026460124226,0.435379137296305,0.479756896649125,0.464205160155235,0.451974752363118,0.430552224340028,0.446053013227789,0.477862179452352,0.437258241138541,0.458751591965284,0.442078967815377,0.482669183225476,0.479376357405707,0.455151819797343,0.481097175558281,0.477078760092575,0.446094792329856
nominal,0.433127059440831,0.486027271815508,0.49573239050051,0.419779578887279,0.479543947614405,0.461697824873303,0.424785544500134,0.429255525800645,0.433483695506964,0.480292304210002,0.443754809657263,0.480056013370955,0.50490680054445,0.465984824693306,0.484540311059845,0.425946353819163,0.427390747413437,0.431968697237107,0.421761209431452,0.429750354170346,0.434470988989047,0.428696316677553,0.422143866330516,0.441583386575434,0.467923262716343,0.435800761118729,0.427202821696445,0.428351879051666,0.441626308790424,0.439712195648863,0.482564723016045,0.426570686723627,0.486550971170588,0.428562437865363,0.420319098267948,0.481392137200706,0.469759374794554,0.464228325077982,0.421482015083727,0.423975322211681,0.495207376776585,0.43281230492194,0.430555370923509,0.434298383962989,0.492656060662359,0.485927412845386,0.484120976650833,0.48454107984669,0.474775646477872,0.437640804021559
nominal,0.47126298363084,0.443425355751202,0.502524493997001,0.475237269113593,0.441776899325913,0.442415262876072,0.474066628598208,0.474701750004117,0.481707260234857,0.436674605579316,0.453064316864116,0.500573643554346,0.522660778780779,0.432283950737302,0.440078596505254,0.496750684331594,0.478968686793832,0.470979449479373,0.482881731406201,0.473922677969144,0.469826552569038,0.475953266761234,0.470982923787709,0.464516880612436,0.430200630367438,0.468100751856065,0.47051530252032,0.49437244764591,0.489016431721469,0.456203266398429,0.520625018126292,0.475578532194375,0.520585818042507,0.466517204013308,0.479864565973247,0.530445092634538,0.530508729759313,0.432474771309969,0.474951760344698,0.486729596165573,0.525687866961009,0.457705786710472,0.502053195102495,0.469902405673418,0.506325197262166,0.515563640685404,0.43456377596488,0.498831231951224,0.510285250648863,0.480426456761668
nominal,0.405332892634679,0.4752343167931,0.443594353774122,0.403415959252296,0.469674522373211,0.462052190706021,0.407894441177799,0.406208945974181,0.4028421015109,0.462503395577659,0.399782402282303,0.431144392591311,0.436068256735444,0.45663473145308,0.46493920980372,0.404958239730946,0.392035886578588,0.400327549948178,0.394862913406805,0.401310743819079,0.398574200168103,0.402528102168568,0.400518521904764,0.406418841018401,0.444053228746667,0.409761218089888,0.392022332239786,0.392017807645906,0.400848578862228,0.390361502013095,0.422038235646345,0.404812567412971,0.430321352261949,0.400029781067619,0.397000482370384,0.432955162402021,0.433854733379599,0.448331758696946,0.397772356722978,0.394463024570913,0.435856913243131,0.418199360341334,0.409541476885861,0.40304116773923,0.431462689037504,0.437215168989203,0.458341142471082,0.426624763288499,0.436189416984155,0.407572064846606
nominal,0.418759833897177,0.467522836632108,0.438043617821966,0.416757812157048,0.475254796484904,0.46547778245674,0.434051343985777,0.434384648671529,0.418846552678817,0.467317952788569,0.422332733111219,0.434365066155008,0.439063452405334,0.453534069710194,0.467630904104846,0.410927162420759,0.422170658944868,0.407895323763591,0.416227188916231,0.432897419434377,0.421802441052292,0.420579609359767,0.424914835045275,0.415051127919607,0.461128862945382,0.431068402033072,0.426339690997999,0.42946888252025,0.416891031069689,0.420059679097689,0.435169277404509,0.425908239208126,0.420496410427045,0.413994917705122,0.41896497444653,0.44305681793357,0.431009529133937,0.471878867865233,0.42605492011486,0.415013902385026,0.444719525553282,0.419173729536773,0.427952976083416,0.417584148606049,0.446527931584653,0.443564353159151,0.472663885772455,0.43707562681426,0.450603397827106,0.420997747703684
nominal,0.425980027622875,0.457983442641899,0.445894603331587,0.41034907920971,0.459840602959824,0.458863954592134,0.43242261844403,0.42668188386318,0.421691985444106,0.459871570783582,0.435724372539831,0.429724906924291,0.440598142939256,0.453747272192337,0.462087165632809,0.415652790528465,0.414048015836766,0.419823571503174,0.414309434573341,0.423728046400507,0.42326475430965,0.41305748235015,0.415724762073154,0.429558679793159,0.446787208622025,0.419618564491774,0.406293111576111,0.4135043562978,0.422686006583556,0.417896542030493,0.42031707365546,0.42119638530181,0.424705084401094,0.422869901470095,0.412586966732792,0.435784043646537,0.430126085612746,0.455600245884667,0.40934573464391,0.423851936156953,0.433552561020037,0.427464208914517,0.421748281481442,0.425419654997517,0.432815477220559,0.42944730937063,0.466259519300636,0.422221267569199,0.428989320345013,0.42946052665863
nominal,0.465611075422386,0.514380442592023,0.448915661610803,0.489510069039951,0.526600919470251,0.524360252892757,0.479248640507223,0.47936892864407,0.485497494781984,0.526879274462623,0.479350405425328,0.437962234351223,0.441774710682359,0.519728210114603,0.519614152266233,0.480643356189058,0.480705930001126,0.470034582362914,0.478930601652894,0.481156496091965,0.469079943050887,0.47811056107888,0.475334712862206,0.481049914110441,0.519610129089229,0.476892131146713,0.482110320757873,0.467971204540551,0.484117290978013,0.48748013295601,0.437777433911418,0.462341799984547,0.436175855290446,0.468132147638076,0.474504709379184,0.435672707726498,0.427330395017703,0.518444249918602,0.464071528549902,0.467913701653069,0.441711671696215,0.469106673052241,0.469777974033014,0.458360675256964,0.437257533933449,0.439390520590613,0.518292827257565,0.430517545189581,0.440253189776263,0.497476205022125
nominal,0.445643837263933,0.455191319742503,0.464237241356195,0.439635852753753,0.466946142202273,0.451049898277776,0.460500240505467,0.447560688784009,0.444287902178271,0.454621902885139,0.450415363828944,0.451854310591637,0.475340377799571,0.465818625524813,0.46519824898147,0.422465521940615,0.446107573573608,0.450784532618443,0.438616031902539,0.458842213158151,0.432989280347501,0.45351568631385,0.443708326143571,0.455070644058165,0.448492707595869,0.451620218193645,0.449673201133796,0.45896706131101,0.441050554118613,0.433578893050212,0.458072417994965,0.439726337550313,0.474690662611653,0.440997899762877,0.444282265579995,0.478338728634077,0.461901734614821,0.451060548294517,0.432931557484795,0.44838646651825,0.478909028968723,0.458234925825649,0.432172391021329,0.439358364394394,0.471706822872145,0.472596973180737,0.452720420143086,0.466699393948917,0.463781861066444,0.44709429108584
nominal,0.593735285108767,0.45899810172277,0.612605564747721,0.573239536143111,0.463782833484294,0.442949274419869,0.588881615632579,0.570694694252567,0.57817484820073,0.453309174255325,0.573139509122866,0.599734628423353,0.613472461036079,0.444233549032827,0.462861765551355,0.603990695173655,0.570134567861955,0.568707625832767,0.553487583762157,0.582319165660968,0.572771583658909,0.571598485275138,0.565059083326135,0.577370994145085,0.444164602422818,0.561454248960204,0.570921800557447,0.579684502539582,0.590554172878206,0.577361119867322,0.618798385005865,0.56732433614625,0.607373238753671,0.586157446002499,0.564700566098294,0.601919037560809,0.603032107456989,0.453168923899838,0.577572566673691,0.586266453828326,0.607939281404679,0.566861406682425,0.583356007783,0.566685471571618,0.603662688068615,0.604305124324597,0.460740700154506,0.597682515683572,0.608630555846651,0.57221697440904
nominal,0.427392159262649,0.452158714825082,0.427407774496792,0.43055849384521,0.457280015872992,0.454245710359999,0.455208500134177,0.443721645116646,0.443609868805442,0.461007178040285,0.44985904932621,0.432472179858791,0.425285440998347,0.45003437265359,0.456648571445151,0.437442387081071,0.428004714549677,0.424193041585175,0.432830394617163,0.431236303754019,0.448990954672003,0.446198928594868,0.442170172687937,0.446418319971572,0.445512385405012,0.429272902359776,0.427996421336948,0.42988248705436,0.431710274319346,0.438619132510624,0.437769273661908,0.427072099351651,0.445379361501982,0.438829580204105,0.422466483626461,0.41653606205177,0.4200908915418,0.458458822491547,0.426788611565748,0.435709226083959,0.42365132945962,0.426144503024365,0.44080535850334,0.432832883031303,0.427925707653254,0.443624062453492,0.462740634404273,0.420239366077686,0.438088189996824,0.443305107235472
nominal,0.533382984269462,0.468716537873372,0.532977727281401,0.537819185642257,0.465229526797339,0.473767470524104,0.568376551384681,0.530495242464537,0.515241540716916,0.456063932344142,0.546251094823517,0.529945879497877,0.533973231631844,0.463810288662876,0.474518075304378,0.508733833223057,0.550984856102153,0.54368012669966,0.556023458008638,0.540951610105189,0.545973820150724,0.54822494210723,0.525826582342497,0.534371423001315,0.475445873471545,0.55634017318126,0.53004834266942,0.552941754156586,0.539997382554299,0.555460424899068,0.530149643379066,0.529305901650496,0.529713792726286,0.553006235780556,0.542694090105088,0.52300110025995,0.523618797432187,0.471476902138371,0.541595372948974,0.5510974792165,0.53847356278394,0.526319088407596,0.552256449446012,0.537166136518167,0.504273315006271,0.538361587169506,0.465454456214594,0.531200066603582,0.531107569326968,0.534514396616288
nominal,0.490773177509845,0.492228183486278,0.438081145521668,0.474947202856446,0.489907656503033,0.493766780867188,0.49266213054973,0.492000965503899,0.493669258565499,0.481287987934123,0.498273534023128,0.440081714011436,0.43280563584001,0.482258348005457,0.497121526036114,0.485628405709075,0.47229484367122,0.486832913747723,0.481872729307636,0.475456550285346,0.494157488639382,0.483965029999951,0.482835146823326,0.487246979416387,0.488697461085098,0.475863681676283,0.486542474951165,0.486675239083946,0.49314162014416,0.486914640279131,0.442524138229073,0.486404130888864,0.447992289165019,0.485752133426931,0.480429167678523,0.419651127302515,0.42440957154547,0.507732848635185,0.498883018317431,0.482945682394002,0.431756964715607,0.479392792318047,0.49537720078942,0.493950823983562,0.435563469800912,0.445374780352788,0.502286856277603,0.431943340139682,0.441781155907873,0.496428718262853
nominal,0.534669446437943,0.546709115869804,0.46480648244864,0.512610053985353,0.567761637042476,0.562057767330011,0.522864452705403,0.522260657392153,0.514043309032588,0.544723303716795,0.535927371386397,0.458080498081148,0.465213498614939,0.55913962927745,0.550805435456189,0.521824385137347,0.525416172239332,0.512855367939435,0.530096978537367,0.500945496993252,0.505333314102377,0.518063790281147,0.528160433159057,0.518524379877586,0.558753408230652,0.52116846345713,0.497918897546808,0.538589943136144,0.512554311511954,0.523644817804481,0.459821735477839,0.538425803272641,0.473691336569596,0.529057360606822,0.515175166625839,0.473888148683152,0.461666120841697,0.560961444894757,0.498070126956139,0.508321135588463,0.481917141889999,0.520587257043124,0.515742660326732,0.518598325819388,0.475878440177141,0.470023484463415,0.560624693822618,0.461354348931166,0.45974137083646,0.511690363797047
nominal,0.41034651180844,0.459710186725327,0.42757002104495,0.409494332820763,0.454896081875186,0.453370949580997,0.427209272978087,0.427512477091123,0.413698169102458,0.451348842665127,0.418024674005806,0.435504230827016,0.429276340986997,0.44786013801135,0.454798900990496,0.405296329623908,0.426446152790822,0.407913164997983,0.409792623015551,0.428274249135273,0.422093262016056,0.414766937912961,0.420572789131496,0.415718999116376,0.45236620256072,0.414361368698584,0.409964185606869,0.416384284387832,0.422309012569126,0.422073876422427,0.435575347516396,0.419220360528356,0.449801878999381,0.402911295080962,0.405994106580602,0.415114462748887,0.417073296063356,0.466828409022688,0.41789594961088,0.415133247485633,0.426775650436632,0.411004313580069,0.411599520827816,0.414858515001596,0.431713100751866,0.438888312335946,0.457546066727079,0.423043437317112,0.434415622832017,0.425682597018863
nominal,0.438676514004664,0.466669264490663,0.466207665906121,0.465811938086148,0.468119738316754,0.461689958841244,0.448220671767925,0.455222648532721,0.458048150138696,0.455025591969671,0.439804642483444,0.469890951973089,0.476265049202486,0.4483745259902,0.45419591322426,0.463995384598767,0.451445923532916,0.44660297782745,0.456019035380368,0.460499165773863,0.438635772500224,0.444137173919681,0.447202734238887,0.442880907911352,0.454517962259009,0.430639277256013,0.445232576508861,0.454972271997855,0.438105843950562,0.452167243706048,0.47048502150081,0.446531778849603,0.469716851517933,0.434544731260587,0.448023984238198,0.480789709813182,0.469076064147971,0.461757816398298,0.435260678054375,0.459735791546557,0.467342203154754,0.436602909163695,0.458275312151719,0.437193508189403,0.466017377565691,0.472623033301216,0.461990731027903,0.475173075087958,0.462174000176998,0.437527568131218
nominal,0.404653251585675,0.457757742431796,0.430599152868177,0.399004049933928,0.46489603155003,0.447675172477636,0.418887692240446,0.419138597704605,0.406921284501259,0.45384687492625,0.406859556812556,0.435079929858737,0.424240862657528,0.458410970745269,0.456761196789148,0.403119207950798,0.409818683972986,0.403348148909616,0.405442652374597,0.423867101876738,0.407078544362097,0.40935326074424,0.410806008239373,0.406011621455313,0.447513877948281,0.407143038719234,0.399807554471831,0.411992869353015,0.401080778192939,0.411101194810771,0.438835154169221,0.405450835897409,0.455054552562829,0.409196246608433,0.408937241847057,0.42480574947592,0.419034732904192,0.448774890969485,0.4068043081628,0.421515641712972,0.433586980812375,0.403594895362871,0.407688881356937,0.403495936298423,0.433007196678595,0.435580367410286,0.445516301291775,0.421662240590002,0.433045959219333,0.411240816554458
nominal,0.516174493806473,0.504627093933802,0.538658725348601,0.498526793132084,0.513255790054995,0.513975112233124,0.510958285797784,0.495642157877206,0.487655876026347,0.500770113171593,0.510162903922191,0.532515911584491,0.540142957248526,0.503856283553808,0.521863886583431,0.487149685398044,0.496718860462419,0.501399718809211,0.521034384590061,0.496580008987441,0.505191173528185,0.504184523188382,0.490309135828439,0.521307753565953,0.500065883858719,0.517983209942655,0.492094573198633,0.509981283063777,0.497194158929356,0.501714193308829,0.541793449481951,0.506168374400678,0.541563184726857,0.500302016392003,0.503191817517956,0.528047571260034,0.530740547513045,0.527848518164696,0.485426735303988,0.503582310607859,0.546272586424103,0.495839473483953,0.503090593430388,0.496786059685687,0.512862457829076,0.54453383771208,0.514352099910447,0.538664180314229,0.535248638612423,0.491572191574382
nominal,0.414810138354178,0.473271574892995,0.441128252322526,0.407811878885147,0.469289215305673,0.458947120422053,0.408048208657588,0.417159475354309,0.409831411620754,0.461829714571899,0.406545319721365,0.424021523715409,0.44310632005782,0.453908160228186,0.465156672758627,0.4061641856079,0.397782484644178,0.406986533088288,0.392888310304828,0.401339948123901,0.402189622321363,0.400869322897771,0.403385425753381,0.408958838522787,0.442537707509971,0.413130967516317,0.3975106690243,0.398660635685889,0.408173356697842,0.396360827963949,0.417786196230031,0.405621147087525,0.428831015278543,0.404997261603925,0.407253254576009,0.434395620341801,0.433423948618352,0.44963838796115,0.393470549820977,0.404214928172948,0.441394347781095,0.413322995931626,0.416058089492798,0.41273904718443,0.439171850182489,0.434089607105261,0.457249040186243,0.432547398386734,0.428991741130274,0.411889292261542
nominal,0.490545955459288,0.440353771046672,0.499884536516522,0.4896990692292,0.438046454609725,0.434860176214426,0.481968996952642,0.499075345206007,0.489588372479281,0.42611976240809,0.481743768914977,0.480447920034313,0.5005391220056,0.450853360708939,0.440875921081623,0.506324377142156,0.484431033247851,0.492456052391459,0.492262887482589,0.493401984902586,0.505237050281383,0.497445154360688,0.483192751032605,0.480588835379248,0.427204742092618,0.482946034138076,0.493462319379876,0.49163693253303,0.506420640731804,0.483886971130961,0.501265033677844,0.485946333052937,0.505831494225635,0.495818686828221,0.501552255950937,0.507361024486908,0.515830689939822,0.432463382843362,0.499036723726238,0.492986472531585,0.514956824508658,0.481124787010681,0.502113947297267,0.478487366286859,0.498223091110549,0.494524519560423,0.439233417281142,0.488338340614131,0.492075856754303,0.494771448642197
nominal,0.41262124484852,0.477376760241897,0.454610451029394,0.417835422432151,0.476381878146037,0.470544031581301,0.43210652073315,0.419186058511365,0.425658172370187,0.462504705369799,0.423148068953476,0.464015223903536,0.469908941555817,0.459952722755671,0.476020625685648,0.421971798899694,0.425051138143259,0.419003466120955,0.420941485032172,0.422707144018895,0.402999753045964,0.417023150860604,0.425882223068518,0.410506781653575,0.465205894410397,0.409152008504361,0.417478760078228,0.415083086474228,0.420600994787715,0.429562132304642,0.462476553973364,0.420522779761927,0.46552688179634,0.419726691747294,0.418495483008426,0.461210589537645,0.456301376548658,0.484757910478279,0.419212371164332,0.427447199721244,0.461398700182581,0.421263497166984,0.416494770092,0.411087836416671,0.462912496789241,0.456755659749769,0.470741059474415,0.484168048508174,0.464825742750683,0.427553170932314
nominal,0.581445832275725,0.518437101244806,0.632569417786333,0.577955291857244,0.538552297173702,0.530042839448182,0.557594117495636,0.558138674474365,0.568248188079571,0.518863024392637,0.559920388659731,0.611493375067019,0.627090436761935,0.523986883203652,0.524336655009397,0.593306041656025,0.582529253566307,0.554483185611894,0.55070053860094,0.548972117211407,0.568542902704383,0.552071912066679,0.559175011485277,0.566671249746405,0.527440777073652,0.561982777808519,0.563060083174103,0.563254730643289,0.559118848235828,0.562091962364051,0.624828180404141,0.562778515523707,0.629665660333031,0.551615659275228,0.57504800039727,0.627939163384109,0.623249137653007,0.514759456431796,0.568732107573513,0.551512628009835,0.630156016352167,0.569577505434725,0.545876207798355,0.554187022746398,0.607112074735708,0.62419056786032,0.515493862242075,0.614156639251476,0.618063440260247,0.571809651124505
nominal,0.479148222960433,0.519154751063337,0.508266306008536,0.478917453471034,0.500645500507878,0.516876233464646,0.485582028615776,0.48806398089618,0.472397689642119,0.498473258661342,0.470249155935461,0.494849778823515,0.50121170749436,0.515482926251384,0.518108543737248,0.511581033845835,0.502769665310078,0.473617779055044,0.495811525565912,0.479759406950727,0.475253098290292,0.480263389374427,0.460998047823836,0.462323429231866,0.506287771111204,0.466281637807371,0.480410208615772,0.488792453628508,0.481132553914826,0.478734754620077,0.500290941156529,0.473597853312825,0.511327217607623,0.461398214941823,0.482325205546446,0.51752697601715,0.524386440994386,0.505728107357537,0.468116951618797,0.486216103373889,0.522754155383457,0.469812523027037,0.47452904650111,0.466902594874986,0.505167338371201,0.503529906250548,0.506046032852273,0.488042827731252,0.491896499869136,0.486208468717432
nominal,0.468455752649449,0.515016556211561,0.466800994368305,0.486880050930126,0.526773867415381,0.52163544408231,0.480386648388992,0.471029470910107,0.462550359614775,0.511932193554794,0.474129834067296,0.467504615289812,0.4962400524993,0.522514112856416,0.529277250144937,0.483456358941298,0.485095874603454,0.460263882669028,0.478514847197653,0.478443096214182,0.469968268430385,0.476784570378708,0.478944052602289,0.48245232027986,0.515851924997497,0.460686787734861,0.478005971402675,0.478798043344746,0.47253135893534,0.491486559718017,0.494285643894648,0.463837625775702,0.479700995021513,0.472105383541137,0.469216264439535,0.490345631673316,0.48814779571733,0.524840950858607,0.462391588848411,0.468155650253476,0.469924782877197,0.458160478127081,0.466295437977084,0.4596897062736,0.473911475457368,0.475231107522385,0.512033879158869,0.495078889729806,0.484204598245693,0.49186602411045
