label,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13
nominal,0,0,1,0,0,0,0,0.212766,0.042482,0.171675,0.003467,0.422915,0.414912
nominal,0,0,1,0,0,0,0,0.297872,0.040861,0.395567,0.003467,0.422915,0.414912
nominal,0,0,1,0,0,0,0,0.319149,0.040861,0.456561,0.003467,0.422915,0.414912
nominal,0,0,1,0,0,0,0,0.340426,0.040861,0.487504,0.003467,0.422915,0.414912
nominal,0,0,1,0,0,0,0,0.361702,0.040861,0.488991,0.003467,0.422915,0.414912
nominal,0,0,1,0,0,0,0,0.382979,0.041041,0.528860,0.003467,0.422915,0.414912
nominal,0,0,1,0,0,0,0,0.404255,0.041041,0.533323,0.003467,0.422915,0.414912
nominal,0,0,1,0,0,0,0,0.425532,0.041041,0.519935,0.003467,0.422915,0.414912
nominal,0,0,1,0,0,0,0,0.446809,0.042362,0.502529,0.003467,0.422915,0.414912
nominal,0,0,1,0,0,0,0,0.468085,0.042482,0.491818,0.003467,0.422915,0.414912
nominal,0,0,1,0,0,0,0,0.489362,0.044374,0.486909,0.003467,0.422915,0.414912
nominal,0,0,1,0,0,0,0,0.510638,0.044374,0.480363,0.003467,0.422915,0.414912
nominal,0,0,1,0,0,0,0,0.531915,0.042482,0.477388,0.003467,0.422915,0.414912
nominal,0,0,1,0,0,0,0,0.553191,0.042482,0.477388,0.003467,0.422915,0.414912
nominal,0,0,1,0,0,0,0,0.574468,0.042482,0.471140,0.003467,0.422915,0.414912
nominal,0,0,1,0,0,0,0,0.595745,0.041041,0.462065,0.003467,0.422915,0.414912
nominal,0,0,1,0,0,0,0,0.617021,0.040861,0.445403,0.003467,0.422915,0.414912
nominal,0,0,1,0,0,0,0,0.638298,0.040861,0.442428,0.003467,0.422915,0.414912
nominal,0,0,1,0,0,0,0,0.659574,0.040861,0.450759,0.003467,0.422915,0.414912
nominal,0,0,1,0,0,0,0,0.680851,0.040861,0.455965,0.003467,0.422915,0.414912
nominal,0,0,1,0,0,0,0,0.702128,0.040861,0.484677,0.003467,0.422915,0.414912
nominal,0,0,1,0,0,0,0,0.723404,0.041041,0.533770,0.003467,0.422915,0.414912
nominal,0,0,1,0,0,0,0,0.744681,0.041041,0.604136,0.003467,0.422915,0.414912
nominal,0,0,1,0,0,0,0,0.765957,0.040861,0.587028,0.003467,0.422915,0.414912
nominal,0,0,1,0,0,0,0,0.787234,0.040711,0.552812,0.003467,0.422915,0.414912
nominal,0,0,1,0,0,0,0,0.808511,0.040711,0.510860,0.003467,0.422915,0.414912
nominal,0,0,1,0,0,0,0,0.829787,0.040861,0.480065,0.003467,0.422915,0.414912
nominal,0,0,1,0,0,0,0,0.851064,0.041041,0.452246,0.003467,0.422915,0.414912
nominal,0,0,1,0,0,0,0,0.872340,0.041041,0.431568,0.003467,0.422915,0.414912
nominal,0,0,1,0,0,0,0,0.893617,0.041041,0.385600,0.003467,0.422915,0.414912
nominal,0,0,1,0,0,0,0,0.914894,0.041041,0.350342,0.003467,0.422915,0.414912
nominal,0,0,0,1,0,0,0,0.063830,0.041041,0.331449,0.003467,0.422915,0.414912
nominal,0,0,0,1,0,0,0,0.085106,0.041041,0.271794,0.003467,0.422915,0.414912
nominal,0,0,0,1,0,0,0,0.106383,0.041041,0.228206,0.003467,0.422915,0.414912
nominal,0,0,0,1,0,0,0,0.127660,0.041041,0.183576,0.003467,0.422915,0.414912
nominal,0,0,0,1,0,0,0,0.148936,0.041041,0.162452,0.003467,0.422915,0.414912
anomaly,0,0,0,1,0,0,0,0.191489,0.046956,0.147724,0.003467,0.422915,0.414912
nominal,0,0,0,1,0,0,0,0.319149,0.041161,0.465486,0.003467,0.422915,0.414912
nominal,0,0,0,1,0,0,0,0.340426,0.040711,0.490777,0.003467,0.422915,0.414912
nominal,0,0,0,1,0,0,0,0.361702,0.041161,0.493603,0.003467,0.422915,0.414912
anomaly,0,0,0,1,0,0,0,0.404255,0.046956,0.531836,0.003467,0.422915,0.414912
nominal,0,0,0,1,0,0,0,0.680851,0.042482,0.450461,0.003467,0.422915,0.414912
nominal,0,0,0,1,0,0,0,0.702128,0.042482,0.468015,0.003467,0.422915,0.414912
anomaly,0,0,0,1,0,0,0,0.765957,0.046956,0.584796,0.003467,0.422915,0.414912
nominal,0,0,0,1,0,0,0,0.787234,0.042482,0.558018,0.003467,0.422915,0.414912
nominal,0,0,0,1,0,0,0,0.808511,0.040711,0.520530,0.003467,0.422915,0.414912
nominal,0,0,0,1,0,0,0,0.829787,0.040711,0.493454,0.003467,0.422915,0.414912
nominal,0,0,0,1,0,0,0,0.851064,0.042482,0.473817,0.003467,0.422915,0.414912
nominal,0,0,0,1,0,0,0,0.872340,0.041882,0.453585,0.003467,0.422915,0.414912
anomaly,0,0,0,1,0,0,0,0.914894,0.046956,0.371169,0.003467,0.422915,0.414912
nominal,0,0,0,0,1,0,0,0.468085,0.047676,0.504760,0.003467,0.422915,0.414912
nominal,0,0,0,0,1,0,0,0.680851,0.066260,0.441684,0.003467,0.422915,0.414912
nominal,0,0,0,0,1,0,0,0.744681,0.077039,0.549390,0.003467,0.422915,0.414912
nominal,0,0,0,0,1,0,0,0.765957,0.047586,0.533770,0.003467,0.422915,0.414912
nominal,0,0,0,0,1,0,0,0.787234,0.076948,0.505504,0.003467,0.422915,0.414912
nominal,0,0,0,0,1,0,0,0.808511,0.076948,0.458346,0.003467,0.422915,0.414912
nominal,0,0,0,0,1,0,0,0.829787,0.074036,0.429485,0.003467,0.422915,0.414912
nominal,0,0,0,0,1,0,0,0.851064,0.047586,0.399137,0.003467,0.422915,0.414912
nominal,0,0,0,0,1,0,0,0.872340,0.047586,0.376525,0.003467,0.422915,0.414912
nominal,0,0,0,0,1,0,0,0.893617,0.072835,0.352127,0.003467,0.422915,0.414912
nominal,0,0,0,0,1,0,0,0.914894,0.047586,0.309283,0.003467,0.422915,0.414912
nominal,0,0,0,0,1,0,0,0.936170,0.072835,0.381434,0.003467,0.422915,0.414912
nominal,0,0,0,0,1,0,0,0.957447,0.074367,0.408956,0.003467,0.422915,0.414912
nominal,0,0,0,0,0,1,0,0.000000,0.076948,0.436924,0.003467,0.422915,0.414912
nominal,0,0,0,0,0,1,0,0.021277,0.074336,0.407468,0.003467,0.422915,0.414912
nominal,0,0,0,0,0,1,0,0.042553,0.077039,0.368343,0.003467,0.422915,0.414912
nominal,0,0,0,0,0,1,0,0.063830,0.072835,0.304522,0.003467,0.422915,0.414912
nominal,0,0,0,0,0,1,0,0.085106,0.071905,0.246355,0.003467,0.422915,0.414912
nominal,0,0,0,0,0,1,0,0.106383,0.046956,0.196816,0.003467,0.422915,0.414912
nominal,0,0,0,0,0,1,0,0.127660,0.046956,0.152633,0.003467,0.422915,0.414912
nominal,0,0,0,0,0,1,0,0.148936,0.046806,0.127343,0.003467,0.422915,0.414912
nominal,0,0,0,0,0,1,0,0.170213,0.046956,0.110830,0.003467,0.422915,0.414912
nominal,0,0,0,0,0,1,0,0.191489,0.046956,0.101607,0.003467,0.422915,0.414912
nominal,0,0,0,0,0,1,0,0.212766,0.046956,0.105326,0.003467,0.422915,0.414912
nominal,0,0,0,0,0,1,0,0.234043,0.062417,0.120649,0.003467,0.422915,0.414912
nominal,0,0,0,0,0,1,0,0.255319,0.062417,0.149807,0.003467,0.422915,0.414912
nominal,0,0,0,0,0,1,0,0.276596,0.072145,0.176882,0.003467,0.422915,0.414912
nominal,0,0,0,0,0,1,0,0.297872,0.047106,0.214073,0.003467,0.422915,0.414912
nominal,0,0,0,0,0,1,0,0.319149,0.080581,0.286224,0.003467,0.422915,0.414912
nominal,0,0,0,0,0,1,0,0.340426,0.072145,0.344243,0.003467,0.422915,0.414912
nominal,0,0,0,0,0,1,0,0.361702,0.080581,0.385897,0.003467,0.422915,0.414912
nominal,0,0,0,0,0,1,0,0.382979,0.080581,0.423535,0.003467,0.422915,0.414912
nominal,0,0,0,0,0,1,0,0.404255,0.072745,0.428593,0.003467,0.422915,0.414912
nominal,0,0,0,0,0,1,0,0.425532,0.047376,0.416989,0.003467,0.422915,0.414912
nominal,0,0,0,0,0,1,0,0.446809,0.047256,0.403154,0.003467,0.422915,0.414912
nominal,0,0,0,0,0,1,0,0.468085,0.072145,0.382624,0.003467,0.422915,0.414912
nominal,0,0,0,0,0,1,0,0.489362,0.047256,0.371021,0.003467,0.422915,0.414912
nominal,0,0,0,0,0,1,0,0.510638,0.072145,0.354508,0.003467,0.422915,0.414912
nominal,0,0,0,0,0,1,0,0.531915,0.047256,0.337102,0.003467,0.422915,0.414912
nominal,0,0,0,0,0,1,0,0.553191,0.047256,0.325796,0.003467,0.422915,0.414912
nominal,0,0,0,0,0,1,0,0.574468,0.072145,0.313746,0.003467,0.422915,0.414912
nominal,0,0,0,0,0,1,0,0.595745,0.047256,0.296489,0.003467,0.422915,0.414912
nominal,0,0,0,0,0,1,0,0.617021,0.047256,0.287266,0.003467,0.422915,0.414912
anomaly,0,0,0,0,0,1,0,0.723404,0.072745,0.363136,0.003467,0.422915,0.414912
nominal,0,0,0,0,0,1,0,0.808511,0.047256,0.385302,0.003467,0.422915,0.414912
nominal,0,0,0,0,0,1,0,0.829787,0.047256,0.351532,0.003467,0.422915,0.414912
nominal,0,0,0,0,0,1,0,0.851064,0.047256,0.325350,0.003467,0.422915,0.414912
nominal,0,0,0,0,0,1,0,0.872340,0.047256,0.309432,0.003467,0.422915,0.414912
nominal,0,0,0,0,0,1,0,0.893617,0.047106,0.282059,0.003467,0.422915,0.414912
nominal,0,0,0,0,0,1,0,0.914894,0.047106,0.259447,0.003467,0.422915,0.414912
nominal,0,0,0,0,0,1,0,0.957447,0.047106,0.316870,0.003467,0.422915,0.414912
nominal,0,0,0,0,0,1,0,0.978723,0.047256,0.337400,0.003467,0.422915,0.414912
nominal,0,0,0,0,0,1,0,1.000000,0.047256,0.316572,0.003467,0.422915,0.414912
nominal,0,0,0,0,0,0,1,0.000000,0.047106,0.302440,0.003467,0.422915,0.414912
nominal,0,0,0,0,0,0,1,0.021277,0.047106,0.259000,0.003467,0.422915,0.414912
nominal,0,0,0,0,0,0,1,0.042553,0.047106,0.234157,0.003467,0.422915,0.414912
nominal,0,0,0,0,0,0,1,0.063830,0.047106,0.182089,0.003467,0.422915,0.414912
nominal,0,0,0,0,0,0,1,0.085106,0.046956,0.140732,0.003467,0.422915,0.414912
anomaly,0,0,0,0,0,0,1,0.255319,0.062417,0.090747,0.003467,0.422915,0.414912
nominal,0,0,0,0,0,0,1,0.276596,0.046956,0.091937,0.003467,0.422915,0.414912
nominal,0,0,0,0,0,0,1,0.297872,0.046956,0.127938,0.003467,0.422915,0.414912
nominal,0,0,0,0,0,0,1,0.319149,0.047256,0.180452,0.003467,0.422915,0.414912
nominal,0,0,0,0,0,0,1,0.340426,0.047256,0.230884,0.003467,0.422915,0.414912
nominal,0,0,0,0,0,0,1,0.361702,0.047256,0.277298,0.003467,0.422915,0.414912
nominal,0,0,0,0,0,0,1,0.382979,0.047376,0.327581,0.003467,0.422915,0.414912
nominal,0,0,0,0,0,0,1,0.404255,0.047376,0.351235,0.003467,0.422915,0.414912
nominal,0,0,0,0,0,0,1,0.425532,0.047256,0.355251,0.003467,0.422915,0.414912
nominal,0,0,0,0,0,0,1,0.446809,0.047256,0.345582,0.003467,0.422915,0.414912
nominal,0,0,0,0,0,0,1,0.489362,0.054131,0.323416,0.003467,0.422915,0.414912
nominal,0,0,0,0,0,0,1,0.553191,0.047256,0.263612,0.003467,0.422915,0.414912
nominal,0,0,0,0,0,0,1,0.574468,0.047256,0.244868,0.003467,0.422915,0.414912
nominal,0,0,0,0,0,0,1,0.595745,0.047256,0.235049,0.003467,0.422915,0.414912
nominal,0,0,0,0,0,0,1,0.617021,0.047106,0.231479,0.003467,0.422915,0.414912
nominal,0,0,0,0,0,0,1,0.638298,0.047256,0.232520,0.003467,0.422915,0.414912
nominal,0,0,0,0,0,0,1,0.659574,0.047106,0.240405,0.003467,0.422915,0.414912
nominal,0,0,0,0,0,0,1,0.680851,0.047256,0.240702,0.003467,0.422915,0.414912
nominal,0,0,0,0,0,0,1,0.702128,0.047256,0.263761,0.003467,0.422915,0.414912
nominal,0,0,0,0,0,0,1,0.723404,0.047286,0.311068,0.003467,0.422915,0.414912
nominal,0,0,0,0,0,0,1,0.744681,0.047436,0.387682,0.003467,0.422915,0.414912
nominal,0,0,0,0,0,0,1,0.787234,0.047376,0.383071,0.003467,0.422915,0.414912
nominal,0,0,0,0,0,0,1,0.808511,0.047256,0.366706,0.003467,0.422915,0.414912
nominal,0,0,0,0,0,0,1,0.829787,0.047256,0.346772,0.003467,0.422915,0.414912
nominal,0,0,0,0,0,0,1,0.851064,0.047256,0.328771,0.003467,0.422915,0.414912
nominal,0,0,0,0,0,0,1,0.872340,0.047106,0.311068,0.003467,0.422915,0.414912
nominal,0,0,0,0,0,0,1,0.893617,0.047106,0.280571,0.003467,0.422915,0.414912
nominal,0,0,0,0,0,0,1,0.914894,0.047106,0.252455,0.003467,0.422915,0.414912
nominal,0,0,0,0,0,0,1,0.936170,0.047106,0.287414,0.003467,0.422915,0.414912
nominal,0,0,0,0,0,0,1,0.957447,0.047256,0.298869,0.003467,0.422915,0.414912
nominal,0,0,0,0,0,0,1,0.978723,0.047256,0.316424,0.003467,0.422915,0.414912
nominal,0,0,0,0,0,0,1,1.000000,0.047106,0.293663,0.003467,0.422915,0.414912
nominal,1,0,0,0,0,0,0,0.000000,0.047106,0.282654,0.003467,0.422915,0.414912
nominal,1,0,0,0,0,0,0,0.021277,0.047106,0.247694,0.003467,0.422915,0.414912
nominal,1,0,0,0,0,0,0,0.042553,0.047106,0.233859,0.003467,0.422915,0.414912
nominal,1,0,0,0,0,0,0,0.063830,0.046956,0.185808,0.003467,0.422915,0.414912
nominal,1,0,0,0,0,0,0,0.085106,0.046956,0.154865,0.003467,0.422915,0.414912
nominal,1,0,0,0,0,0,0,0.106383,0.046956,0.127789,0.003467,0.422915,0.414912
nominal,1,0,0,0,0,0,0,0.127660,0.046956,0.112169,0.003467,0.422915,0.414912
nominal,1,0,0,0,0,0,0,0.148936,0.046806,0.101309,0.003467,0.422915,0.414912
nominal,1,0,0,0,0,0,0,0.170213,0.046806,0.102350,0.003467,0.422915,0.414912
nominal,1,0,0,0,0,0,0,0.191489,0.046806,0.110533,0.003467,0.422915,0.414912
nominal,1,0,0,0,0,0,0,0.212766,0.046806,0.143112,0.003467,0.422915,0.414912
nominal,1,0,0,0,0,0,0,0.234043,0.047256,0.187742,0.003467,0.422915,0.414912
nominal,1,0,0,0,0,0,0,0.255319,0.047256,0.279530,0.003467,0.422915,0.414912
nominal,1,0,0,0,0,0,0,0.276596,0.047106,0.367599,0.003467,0.422915,0.414912
anomaly,1,0,0,0,0,0,0,0.595745,0.131050,0.473222,0.003467,0.422915,0.414912
anomaly,1,0,0,0,0,0,0,0.659574,0.131050,0.472925,0.003467,0.422915,0.414912
nominal,1,0,0,0,0,0,0,0.936170,0.088327,0.425022,0.003467,0.422915,0.414912
nominal,1,0,0,0,0,0,0,0.957447,0.088327,0.448825,0.003467,0.422915,0.414912
nominal,1,0,0,0,0,0,0,1.000000,0.077039,0.463850,0.003467,0.422915,0.414912
nominal,0,1,0,0,0,0,0,0.000000,0.077039,0.459685,0.003467,0.422915,0.414912
nominal,0,1,0,0,0,0,0,0.021277,0.088327,0.438857,0.003467,0.422915,0.414912
nominal,0,1,0,0,0,0,0,0.042553,0.047256,0.409551,0.003467,0.422915,0.414912
nominal,0,1,0,0,0,0,0,0.063830,0.047106,0.341416,0.003467,0.422915,0.414912
nominal,0,1,0,0,0,0,0,0.085106,0.047106,0.279232,0.003467,0.422915,0.414912
nominal,0,1,0,0,0,0,0,0.106383,0.046956,0.236686,0.003467,0.422915,0.414912
nominal,0,1,0,0,0,0,0,0.127660,0.046956,0.193692,0.003467,0.422915,0.414912
nominal,0,1,0,0,0,0,0,0.148936,0.062417,0.167361,0.003467,0.422915,0.414912
nominal,0,1,0,0,0,0,0,0.170213,0.077999,0.157542,0.003467,0.422915,0.414912
nominal,0,1,0,0,0,0,0,0.191489,0.077999,0.158137,0.003467,0.422915,0.414912
nominal,0,1,0,0,0,0,0,0.212766,0.077999,0.186105,0.003467,0.422915,0.414912
nominal,0,1,0,0,0,0,0,0.234043,0.083794,0.233115,0.003467,0.422915,0.414912
nominal,0,1,0,0,0,0,0,0.255319,0.085415,0.323862,0.003467,0.422915,0.414912
nominal,0,1,0,0,0,0,0,0.446809,0.104750,0.533621,0.003467,0.422915,0.414912
nominal,0,1,0,0,0,0,0,0.872340,0.121713,0.508033,0.003467,0.422915,0.414912
nominal,0,1,0,0,0,0,0,0.893617,0.104750,0.463106,0.003467,0.422915,0.414912
nominal,0,1,0,0,0,0,0,0.914894,0.104750,0.422047,0.003467,0.422915,0.414912
nominal,0,1,0,0,0,0,0,0.957447,0.121713,0.470098,0.003467,0.422915,0.414912
nominal,0,1,0,0,0,0,0,0.978723,0.090759,0.488396,0.003467,0.422915,0.414912
nominal,0,1,0,0,0,0,0,1.000000,0.121713,0.480661,0.003467,0.422915,0.414912
nominal,0,0,1,0,0,0,0,0.000000,0.121713,0.486314,0.003467,0.422915,0.414912
nominal,0,0,1,0,0,0,0,0.021277,0.121713,0.459387,0.003467,0.422915,0.414912
nominal,0,0,1,0,0,0,0,0.042553,0.085415,0.431419,0.003467,0.422915,0.414912
nominal,0,0,1,0,0,0,0,0.063830,0.083794,0.363582,0.003467,0.422915,0.414912
nominal,0,0,1,0,0,0,0,0.085106,0.083794,0.311068,0.003467,0.422915,0.414912
nominal,0,0,1,0,0,0,0,0.106383,0.080581,0.258554,0.003467,0.422915,0.414912
nominal,0,0,1,0,0,0,0,0.127660,0.077999,0.217197,0.003467,0.422915,0.414912
nominal,0,0,1,0,0,0,0,0.148936,0.077999,0.186998,0.003467,0.422915,0.414912
nominal,0,0,1,0,0,0,0,0.170213,0.062417,0.175245,0.003467,0.422915,0.414912
nominal,0,0,1,0,0,0,0,0.191489,0.062417,0.173312,0.003467,0.422915,0.414912
nominal,0,0,1,0,0,0,0,0.212766,0.077999,0.202321,0.003467,0.422915,0.414912
nominal,0,0,1,0,0,0,0,0.234043,0.077999,0.243529,0.003467,0.422915,0.414912
nominal,0,0,1,0,0,0,0,0.255319,0.121713,0.345284,0.003467,0.422915,0.414912
nominal,0,0,1,0,0,0,0,0.404255,0.119731,0.567986,0.003467,0.422915,0.414912
nominal,0,0,1,0,0,0,0,0.425532,0.119731,0.551175,0.003467,0.422915,0.414912
nominal,0,0,1,0,0,0,0,0.446809,0.119731,0.529902,0.003467,0.422915,0.414912
nominal,0,0,1,0,0,0,0,0.468085,0.089798,0.518298,0.003467,0.422915,0.414912
nominal,0,0,1,0,0,0,0,0.489362,0.119731,0.503422,0.003467,0.422915,0.414912
nominal,0,0,1,0,0,0,0,0.510638,0.119731,0.492264,0.003467,0.422915,0.414912
nominal,0,0,1,0,0,0,0,0.531915,0.089798,0.481702,0.003467,0.422915,0.414912
nominal,0,0,1,0,0,0,0,0.553191,0.089798,0.472925,0.003467,0.422915,0.414912
nominal,0,0,1,0,0,0,0,0.574468,0.089798,0.468908,0.003467,0.422915,0.414912
nominal,0,0,1,0,0,0,0,0.595745,0.089798,0.456412,0.003467,0.422915,0.414912
nominal,0,0,1,0,0,0,0,0.617021,0.089798,0.441238,0.003467,0.422915,0.414912
nominal,0,0,1,0,0,0,0,0.638298,0.089798,0.434990,0.003467,0.422915,0.414912
nominal,0,0,1,0,0,0,0,0.659574,0.045214,0.450164,0.003467,0.422915,0.414912
nominal,0,0,1,0,0,0,0,0.680851,0.089798,0.463106,0.003467,0.422915,0.414912
anomaly,0,0,0,1,0,0,0,0.000000,0.140267,0.490330,0.003467,0.422915,0.414912
nominal,0,0,0,1,0,0,0,0.042553,0.111024,0.428741,0.003467,0.422915,0.414912
nominal,0,0,0,1,0,0,0,0.063830,0.090759,0.366855,0.003467,0.422915,0.414912
nominal,0,0,0,1,0,0,0,0.085106,0.077999,0.307349,0.003467,0.422915,0.414912
nominal,0,0,0,1,0,0,0,0.106383,0.077999,0.261232,0.003467,0.422915,0.414912
nominal,0,0,0,1,0,0,0,0.127660,0.062417,0.215115,0.003467,0.422915,0.414912
nominal,0,0,0,1,0,0,0,0.148936,0.077999,0.186254,0.003467,0.422915,0.414912
nominal,0,0,0,1,0,0,0,0.170213,0.074877,0.170336,0.003467,0.422915,0.414912
nominal,0,0,0,1,0,0,0,0.191489,0.074877,0.171526,0.003467,0.422915,0.414912
nominal,0,0,0,1,0,0,0,0.212766,0.081122,0.199494,0.003467,0.422915,0.414912
nominal,0,0,0,1,0,0,0,0.234043,0.081122,0.241595,0.003467,0.422915,0.414912
nominal,0,0,0,1,0,0,0,0.255319,0.114057,0.338143,0.003467,0.422915,0.414912
nominal,0,0,0,1,0,0,0,0.382979,0.110724,0.577060,0.003467,0.422915,0.414912
nominal,0,0,0,1,0,0,0,0.404255,0.110724,0.586581,0.003467,0.422915,0.414912
nominal,0,0,0,1,0,0,0,0.425532,0.107752,0.571407,0.003467,0.422915,0.414912
nominal,0,0,0,1,0,0,0,0.446809,0.107752,0.552812,0.003467,0.422915,0.414912
nominal,0,0,0,1,0,0,0,0.468085,0.107752,0.537043,0.003467,0.422915,0.414912
nominal,0,0,0,1,0,0,0,0.489362,0.074817,0.530646,0.003467,0.422915,0.414912
nominal,0,0,0,1,0,0,0,0.510638,0.074817,0.523951,0.003467,0.422915,0.414912
nominal,0,0,0,1,0,0,0,0.531915,0.074817,0.514579,0.003467,0.422915,0.414912
nominal,0,0,0,1,0,0,0,0.553191,0.074817,0.500149,0.003467,0.422915,0.414912
nominal,0,0,0,1,0,0,0,0.574468,0.107752,0.502678,0.003467,0.422915,0.414912
nominal,0,0,0,1,0,0,0,0.595745,0.074817,0.495537,0.003467,0.422915,0.414912
nominal,0,0,0,1,0,0,0,0.617021,0.074817,0.488545,0.003467,0.422915,0.414912
nominal,0,0,0,1,0,0,0,0.638298,0.107752,0.485570,0.003467,0.422915,0.414912
nominal,0,0,0,1,0,0,0,0.659574,0.107752,0.496578,0.003467,0.422915,0.414912
nominal,0,0,0,1,0,0,0,0.680851,0.107752,0.517852,0.003467,0.422915,0.414912
anomaly,0,0,0,1,0,0,0,0.765957,0.149664,0.670485,0.003467,0.422915,0.414912
nominal,0,0,0,1,0,0,0,0.872340,0.110724,0.528265,0.003467,0.422915,0.414912
nominal,0,0,0,1,0,0,0,0.893617,0.107752,0.475602,0.003467,0.422915,0.414912
nominal,0,0,0,1,0,0,0,0.914894,0.107752,0.430527,0.003467,0.422915,0.414912
anomaly,0,0,0,1,0,0,0,0.978723,0.130930,0.500446,0.003467,0.422915,0.414912
nominal,0,0,0,0,1,0,0,0.063830,0.090759,0.364177,0.003467,0.422915,0.414912
nominal,0,0,0,0,1,0,0,0.085106,0.081122,0.308688,0.003467,0.422915,0.414912
nominal,0,0,0,0,1,0,0,0.106383,0.081122,0.262571,0.003467,0.422915,0.414912
nominal,0,0,0,0,1,0,0,0.127660,0.081122,0.217197,0.003467,0.422915,0.414912
nominal,0,0,0,0,1,0,0,0.148936,0.081122,0.190866,0.003467,0.422915,0.414912
nominal,0,0,0,0,1,0,0,0.170213,0.081122,0.176138,0.003467,0.422915,0.414912
nominal,0,0,0,0,1,0,0,0.191489,0.081122,0.175245,0.003467,0.422915,0.414912
nominal,0,0,0,0,1,0,0,0.212766,0.081122,0.203511,0.003467,0.422915,0.414912
nominal,0,0,0,0,1,0,0,0.297872,0.044134,0.459833,0.003467,0.422915,0.414912
nominal,0,0,0,0,1,0,0,0.319149,0.079260,0.526778,0.003467,0.422915,0.414912
nominal,0,0,0,0,1,0,0,0.595745,0.045214,0.469057,0.003467,0.422915,0.414912
nominal,0,0,0,0,1,0,0,0.744681,0.092951,0.619756,0.003467,0.422915,0.414912
nominal,0,0,0,0,1,0,0,0.808511,0.121713,0.528414,0.003467,0.422915,0.414912
nominal,0,0,0,0,1,0,0,0.829787,0.045214,0.504017,0.003467,0.422915,0.414912
nominal,0,0,0,0,1,0,0,0.851064,0.118740,0.480363,0.003467,0.422915,0.414912
nominal,0,0,0,0,1,0,0,0.872340,0.076498,0.464743,0.003467,0.422915,0.414912
