label,x,y
anomaly,2.330942,0.653777
nominal,0.933447,3.980360
nominal,3.679749,-1.031902
nominal,6.380228,4.447768
anomaly,2.512281,2.164579
anomaly,0.179901,4.596769
nominal,2.874223,3.503868
nominal,3.551563,4.664508
nominal,3.602126,1.344838
nominal,-0.517135,4.491035
nominal,3.961939,2.261434
nominal,2.113078,3.304825
nominal,4.265780,2.780325
nominal,3.870913,3.654744
nominal,2.203846,2.321622
nominal,4.129836,3.803480
nominal,1.070031,-2.200487
nominal,4.454490,0.215693
nominal,5.606481,4.573470
nominal,2.544844,3.442272
nominal,4.886738,1.261795
nominal,3.000335,1.280671
nominal,2.034487,6.588937
nominal,0.424476,1.504463
nominal,3.687349,3.318153
nominal,4.552430,3.318207
nominal,2.151287,3.892250
nominal,3.356132,-0.289816
nominal,1.702199,0.365708
nominal,2.313314,4.986396
nominal,2.307689,-0.446396
nominal,3.945417,1.168472
nominal,4.368006,2.350125
nominal,-0.526647,2.713929
nominal,2.961109,6.587260
anomaly,1.106047,2.747718
nominal,5.584607,5.051385
nominal,1.693430,2.878238
nominal,2.157637,1.854883
nominal,3.806447,3.659619
nominal,1.738170,4.102976
nominal,2.341422,4.602202
anomaly,2.574284,4.352886
nominal,0.670934,2.542067
nominal,3.192324,1.722046
nominal,0.361462,3.412206
nominal,1.720175,2.734466
nominal,-1.309689,2.931025
nominal,2.646509,2.741917
nominal,-0.645922,2.795815
nominal,4.534516,2.913706
nominal,0.436928,4.739629
nominal,1.142910,2.937927
nominal,3.733064,3.386091
nominal,4.268014,4.360408
nominal,-2.166774,1.600513
anomaly,-0.148502,4.387369
anomaly,0.908048,2.784279
nominal,-0.026769,3.198327
nominal,2.397530,4.129422
nominal,-0.813250,2.821266
nominal,3.835088,4.463921
nominal,0.415136,3.972512
anomaly,2.182286,4.681121
nominal,1.846762,1.507443
nominal,4.347023,2.262556
nominal,6.880165,6.111765
nominal,6.239594,6.093999
nominal,3.763565,1.983807
nominal,0.485797,3.658166
nominal,1.554344,5.898361
nominal,3.940512,4.164837
nominal,2.215070,-0.900715
nominal,3.065879,4.889813
nominal,1.816378,4.193490
nominal,-0.397270,4.489639
nominal,4.516230,1.981296
nominal,2.534182,4.110697
nominal,3.198635,3.143121
nominal,1.495198,-0.479411
nominal,-1.277800,4.832737
nominal,2.369401,0.023039
nominal,3.931443,2.971294
nominal,2.466032,4.064026
nominal,2.521888,2.609566
nominal,1.017277,4.039741
nominal,-0.825028,0.655866
nominal,1.890001,3.855296
nominal,6.409640,3.963375
nominal,1.064994,2.535474
nominal,-1.139287,3.835401
nominal,2.160418,4.922641
nominal,1.033866,0.726367
nominal,0.099413,4.794825
anomaly,2.616489,2.517603
nominal,3.300101,2.109992
nominal,1.107023,4.995268
nominal,2.337639,3.970441
nominal,-0.470289,0.635341
nominal,0.707036,2.799826
nominal,4.425713,1.595769
nominal,1.547786,2.459329
nominal,-1.131406,2.095415
nominal,2.875278,3.233063
nominal,2.085847,1.929077
nominal,3.696683,0.586347
nominal,4.002206,2.268086
nominal,2.141019,4.463201
nominal,0.509662,4.482267
nominal,3.389229,0.782205
nominal,0.843382,1.760722
nominal,1.433637,4.500528
anomaly,2.481981,4.570215
nominal,2.173585,3.073827
nominal,-0.831819,3.332581
nominal,4.250008,1.379435
nominal,-0.627917,1.481252
nominal,1.854308,3.088784
nominal,1.684571,1.312109
nominal,5.707675,1.896639
nominal,2.166110,3.429517
anomaly,0.973993,2.373582
nominal,0.515105,2.096963
nominal,2.041633,3.151194
nominal,1.549201,4.539884
nominal,1.103855,-0.395843
nominal,3.758821,4.720644
nominal,5.622948,0.803571
nominal,1.080937,1.158945
nominal,4.754350,7.096759
nominal,0.909172,2.776352
nominal,2.684346,3.899460
nominal,2.679395,2.226549
nominal,3.199012,0.855109
nominal,2.341019,1.002617
nominal,0.628695,3.266989
nominal,2.686370,-0.829299
nominal,1.039649,3.135808
nominal,1.309202,2.697348
nominal,2.549083,4.136621
nominal,3.758486,-1.526847
anomaly,2.591573,4.652949
nominal,2.458178,2.429649
nominal,2.490955,5.701468
nominal,2.615723,3.929720
nominal,6.376692,2.436470
nominal,4.161863,1.554149
nominal,-0.770272,4.314034
nominal,3.781194,0.781317
nominal,1.898125,1.211595
nominal,5.473978,2.430480
nominal,3.486865,-0.085384
anomaly,-0.042198,4.218186
nominal,2.197682,2.495711
nominal,0.721600,1.897540
nominal,0.616359,-0.454657
nominal,-0.630263,1.791410
nominal,4.021092,0.463702
nominal,4.539471,2.155064
nominal,4.171235,2.279623
anomaly,1.470684,2.530923
nominal,3.726620,0.989833
nominal,1.666288,1.495446
nominal,1.052432,4.527272
nominal,3.874106,3.877170
nominal,0.688447,4.726881
nominal,-0.684548,2.797903
nominal,1.558252,4.989287
nominal,-0.393093,3.385323
nominal,3.561499,1.314295
nominal,2.295133,4.091172
nominal,-0.942411,3.046372
nominal,2.355627,4.260841
anomaly,2.788750,2.418908
nominal,0.277528,2.833865
nominal,2.186957,4.616009
nominal,2.670121,-0.702378
nominal,3.295780,1.515276
nominal,2.164893,2.651691
nominal,4.327870,1.588658
nominal,4.049983,-0.291721
nominal,3.480356,4.141705
nominal,1.607487,1.462250
nominal,2.672262,-0.232199
nominal,-2.863029,1.733119
nominal,-0.193403,1.944114
nominal,3.328196,3.218242
nominal,3.090831,1.086850
nominal,-1.358539,2.950134
nominal,4.580996,4.788093
nominal,4.299010,1.297311
nominal,3.367359,3.503510
nominal,3.256538,1.712796
nominal,-1.236725,3.214472
nominal,0.920746,2.632824
nominal,1.109012,2.214613
nominal,-0.188993,3.713666
nominal,2.200743,2.261147
nominal,1.075898,-1.417269
nominal,2.916880,1.930393
nominal,1.927166,0.674440
nominal,3.438929,1.099818
nominal,3.479870,-0.104374
nominal,2.637091,1.488430
nominal,2.545627,1.061219
nominal,2.577965,-0.242446
nominal,1.158682,-0.100631
nominal,-1.115476,-2.569382
nominal,1.597106,2.407210
nominal,4.139638,4.874482
nominal,2.593727,0.138962
nominal,4.267338,2.509926
nominal,-0.302167,2.849101
nominal,2.053692,1.610008
nominal,0.403762,1.503644
nominal,3.671212,5.036096
nominal,3.992376,6.155291
nominal,3.918080,2.836562
nominal,-2.110245,1.939653
nominal,1.925907,2.658405
nominal,0.658899,3.921754
nominal,2.408953,0.138493
nominal,3.115557,-0.115563
nominal,3.462716,-0.823473
nominal,3.475129,5.252596
nominal,4.542229,2.130828
anomaly,2.132565,0.234698
nominal,5.450080,2.334378
nominal,-2.167047,6.408026
nominal,1.206482,4.758125
nominal,-0.295146,2.420769
nominal,1.133642,3.283163
nominal,-0.582118,3.234826
nominal,3.036435,5.125547
nominal,5.157400,4.480856
nominal,-2.027298,2.469144
nominal,2.828153,1.605034
nominal,1.107953,4.954290
nominal,0.080972,2.476980
nominal,1.313737,1.530716
nominal,3.282150,3.029184
nominal,3.775104,1.474348
nominal,3.772174,5.012837
nominal,0.930645,4.386669
nominal,0.803432,2.524698
nominal,3.339122,0.470753
nominal,3.612870,2.725452
nominal,2.540358,4.457123
nominal,1.763464,2.485379
nominal,-0.013807,-0.490319
nominal,5.286431,2.040885
nominal,0.111428,4.948129
nominal,-0.700184,3.180673
nominal,-0.577848,-0.532345
nominal,-0.383748,1.497584
nominal,3.394676,2.699348
nominal,3.958297,0.614634
nominal,4.336884,-0.933951
nominal,0.122712,2.386139
nominal,2.477115,2.011598
nominal,4.173842,5.876139
nominal,2.860657,1.106907
nominal,1.624055,4.222598
nominal,3.107002,1.349016
nominal,1.680593,-1.070347
nominal,0.627059,3.152122
nominal,1.442430,4.907768
nominal,3.076895,1.948007
nominal,5.355561,2.116943
anomaly,2.368280,4.043668
nominal,1.509091,1.537584
nominal,1.914597,4.883574
nominal,0.918711,3.891302
nominal,1.752475,2.143288
nominal,2.640656,5.093389
nominal,4.050710,4.387732
nominal,-2.030162,0.461113
nominal,2.427234,1.174539
nominal,-3.068817,2.115793
nominal,1.521683,3.544466
anomaly,0.035099,4.334103
nominal,1.369877,3.354940
nominal,4.442349,3.279947
nominal,3.986065,-0.209244
nominal,3.561704,0.757794
nominal,2.594506,1.178426
nominal,1.764976,1.513130
nominal,2.630083,-0.540656
nominal,0.520537,1.402207
nominal,-1.626702,-0.705509
nominal,4.103665,0.536728
nominal,-1.481832,4.311808
nominal,5.843910,2.391272
nominal,2.882046,0.600143
nominal,1.637460,2.617892
nominal,0.390667,-2.390545
nominal,4.981376,4.420478
nominal,4.542360,3.396521
nominal,0.520453,-0.339182
anomaly,-0.027417,4.134630
nominal,4.069316,4.272256
nominal,2.696216,2.238587
nominal,0.105174,3.920705
nominal,3.458667,3.170641
nominal,2.453611,4.887396
nominal,2.772207,2.246349
nominal,3.150390,4.507569
nominal,3.806727,1.748144
nominal,3.697768,2.305660
nominal,3.842239,5.541942
nominal,5.183592,1.891324
nominal,-0.613608,3.900149
nominal,-1.280614,-0.583852
nominal,-0.343398,3.729029
nominal,4.201746,3.811485
nominal,-0.216367,6.238273
nominal,2.990089,1.655560
anomaly,2.593425,4.712709
nominal,-0.689855,4.816962
nominal,3.803305,4.157644
nominal,3.849772,1.787212
nominal,-0.715617,1.574080
nominal,2.054360,4.491330
nominal,1.963102,4.450662
nominal,5.036372,2.915078
nominal,1.998497,-1.129897
nominal,3.571481,1.798599
anomaly,2.304015,4.363026
nominal,4.764214,1.943073
nominal,-0.972687,4.165345
nominal,4.401604,4.642973
nominal,4.818444,4.480255
nominal,5.543301,3.376099
nominal,0.723531,2.766322
nominal,3.201973,1.769916
nominal,0.482472,3.930213
nominal,0.839847,2.486698
nominal,2.446052,5.102204
nominal,2.937238,3.735240
nominal,2.523883,1.104822
nominal,2.536140,5.390272
nominal,0.552647,3.029325
nominal,0.256355,4.266474
nominal,3.365224,3.971296
nominal,0.383844,3.538861
nominal,2.691623,-0.085008
nominal,1.140434,4.061134
nominal,0.050449,3.943228
nominal,1.204703,3.260231
anomaly,5.127404,3.350111
nominal,4.412653,1.124496
nominal,2.285558,1.502412
nominal,4.423592,2.463717
nominal,-1.395335,3.268053
nominal,2.298870,1.834040
nominal,2.897569,2.621389
nominal,3.255046,-0.036510
nominal,-1.242032,1.698524
nominal,3.519287,3.629091
anomaly,3.848754,0.402703
nominal,3.290869,3.059129
nominal,3.917538,0.840176
nominal,5.485232,3.563658
nominal,5.822882,3.059903
nominal,2.803614,0.690598
nominal,1.747522,0.008716
anomaly,2.257354,0.336076
nominal,1.454444,-0.697416
nominal,2.655543,1.866039
nominal,2.950217,4.070097
nominal,4.822313,0.858881
nominal,3.497113,5.419082
nominal,3.849603,1.913239
nominal,2.984802,0.261040
nominal,1.320302,2.863500
nominal,3.684323,3.731108
nominal,2.286383,0.458416
nominal,2.936848,0.584931
nominal,-0.054712,0.325138
nominal,1.562775,2.705318
